text,label
아무리 한류상품이지만 어디서도 상품성이 굉장히 떨어지는 상품이다,1
난 누구인가 또 여긴 어디인가,1
최악의 연기와 대사. 어디가서 독립영화라고 하지 마슈. 부끄러운줄 아셔야지~ 그리고 인간적으로 여자들 와꾸 너무 심하지 않소?,1
비교를 안할래야 안할수가.. 설내일은 4차원이라는 느낌보다 어디 좀 모자라뵈요 아픈거 아닌가 싶을정도로 힘도없어봬고.. 그리고 마지막에 가요는 정말 뭔가요 ....,1
진심 보고 화났다. 말해봐 어디가 큐브 같은데? 속지말자 미로같은거 안나온다. 걍 지 기억 찾는 영화인데 혼란스럽고 지루하기 까지,1
판타지가 현실로 호출 되었을 때의 우스꽝스러움. <바보선언>의 재기발랄함은 어디로?,1
넘 답답하고 주인공은 뛰어다니기만하고 바보같아요.요즘 그렇게 머리 안돌아가고 당하기만하는 주인공이 어디있나요?빛나는 로맨스와 비교되요.,1
지금 무도 방송보는데 박명수진짜 할말없네..서태지개무시하는것도아니고 어디앞에서 그딴 짓들을하는거야그리고 방송도 편집 내보낼거보내고 해야지 무조건 다 낙보내냐 1점주는것도 아깝다,1
점수를 주고 싶어도 줄 수가 없게 만드는 영화. 어디하나 엉망이 아닌 부분이 없는 영화,1
어디부터 이 영화를 까야 할지 모르겠다.. 아니 기본적으로 얼굴 다보이는 가면 걸쳤다고 사람으 못알아보는게 말이됨?ㅋㅋ,1
이건 진짜 레옹1에대한 명예훼손이야......레옹이란 이름을 어디다 붙이는건지...,1
.....고려장 장려 광고인가요?.....자연으로 돌아가라고 산에다가 노인 버리고 오는 스토리....를 만드신건 아닌건 알겠는데 아무리 봐도 인간과 자연의 관계는 어디서 찾아야 할치를 모르겠네요,1
[4점] 스릴러 드라마 코미디는 어디있는겨,1
별다른 위기없이 언제 어디서나 평정심을 잃지 않는 시걸 형님,1
평점 높게준 사람들은 진심 영화 100편도 안본 사람들이다. 영화광으로써의 느낌은. 정말 짜집기만 한 어설픈 영화다..소재부터 스토리.. 모든게 진부하다. 결말역시 딱 캐나다식 엔딩이걸 어디 트라이앵글과 비교하는가. 감히. 에효...,1
땀과 열정은 어디가고 ...별볼일 없는 퍼포먼스만..,1
조니뎁 팬이지만 조니가 조강지처 버리고 어린냔이랑 바람나게 만든 영화 그 이상 그 이하의 의미도 없어보인다. 엠버허드는 어디서 삼류영화나 찍다 배우들 좋은 영화 얻어걸려가지곤.... 감독이 배우를 쓸줄 모르는 듯. 좋은 배우갖다가 머하는 짓이지 ㅋ,1
"KTX에서 봤는데, 정말 자리를 뜨고 싶어도 어디로 갈수 없던 황당한 영화..KTX도 좀 재밌는 영화좀 내걸어주길..",1
너무 어설프고 너무나도 어설프다 쏘던총은 어디로갔나!,1
어디서 웃어야 할 것인지 갈피를 못 잡는 영화. 하지만 알고 보면 각각 슬픈 속사정이 있다. 꺼진 불도 다시 보자.,1
갑자기 정유미는 어디로 증발한것인가?,1
실패한 일본애니 따라잡기~! 원작은 어디갔지?,1
아무리 싸구려지만 주인공도 싸구려로 생기고..OO..내 소중한 시간 손해배상 어디서 청구하나? 난생처음 평점을 매겨보네.. 느흐흐흐..극장에서 봤으면 자살할뻔.... 조빠하... ㅋㅋㅋㅋ,1
영화끝나고 관객들이 전부 탄식하더라.. 내 아까운 시간과 돈은 어디서 보상받지,1
이기선은 지금 어디서 뭘할까?,1
너무 한심에서 어디까지가나 보게되는 영화,1
결말뭐냐ㅋㅋ 지저분한 해피엔딩이다ㅋㅋㅋ 이단은 어디갔는데ㅋㅋ,1
도대체어디가웃기단거지..전개도늘어지고요점도없는거까지그렇다쳐도중요한건..안웃겨,1
걍 yg의 바비 데뷔시키기?관객들 가시나들 어디서구해왔는지 노답,1
총체적난국 연기못하는 배우만 일부러 모아서 만듬? 어디서 본건있는데 정리안된 영화의 느낌. 2점도 아깝지만 나름 비주얼 배우들이라 줌.,1
"그냥,병맛영화.솔직히 영화라고 부르기조차,영화라는 그 단어에 미안하다.이런것도,감독이라고 어디가서,신인 여배우 꼬시면서,깝치겠지?이 영화 생각만 나면,자다가도,웃기는 영화.엉성하기로는,심형래의 초기작이나,남기남 감독 영화쯤되야,명함을 내밀만한 수준이다",1
대체 무슨 생각으로 이런 영화 만드느 건지....행여나 돈벌이가 된다고 해도 어디 창피해서 얼굴이나 들고 다니것나....,1
26년 살면서 공포영화에 나오는 귀신 보면서 분노하는건 처음..가정있는 모녀관계를 끊어 놓는 이기적인 씹무개념 유아귀신..내가 저기 나오는 주인공꼬마애였다면 저 아파트 폭파 시켜버린다. 어디 죽은 귀신따위한테 억울하게 엄마 뺏기고 가만있냐ㅡㅡ,1
사람들은 재밌다고 하는데 억지가 심하고 어디서 웃어야 될지 모르겟다. .. 왜 인기 많은거여>? ㅋㅋ,1
이런 막장 영화 처음 봄/ 어디서 공감하라는 말이냐,1
하...이런 작품은 또 보기도 싫다. 문제 풀면 왜 이런 일을 저질렀는지 알려준다면서 끝까지 알려주지도 않는다. 또 문제가 어디있는지는 알려주지도 않아... 문제하고 이유하고 다 스스로 찾아내기만 하고 정신분열증 새끼는 이유는 알겠는데 암 걸리게하네,1
아 진짜 열받아서 못보겠음.관객들 어디서 다 OOO들만 모아왔어,1
저 여자 어디가 사랑스러울까 ㅋㅋㅋ 보기 싫게만들던대,1
800억은~다어디로갔노~~미치것내ㅋ,1
"박진감, 캐릭터, 줄거리, 신선함, 어디에서도 장점 찾기 힘듬",1
아 진짜 뭔데 ㅡㅡ 공포영화라해서 가족끼리 볼라다가 놀래서 끔. OO랜드??? 어디 저질스런 장면 가져다가 호러랍시고 찍어놨다니?,1
링 귀신도아니고 오사먹게 눈만희번뜩거리네 ..원초적본능은 어디로간겨 지못미샤론,1
아침부터 짜증나게하는드라마?모두다김치 제목은 어디로가고 모두다 싼티로 흘러가네~ 윤리도없고 임신되면 아이도 잘못되고? 사람시켜 헤치고? 이건머 상식도 없는? 내용도 연기도 암튼 불편하고? 부티가안나 회장딸이 그리 싼티나서야ㅎ,1
실화를 바탕으로 하지 않은 영화가 어디 있으랴. 영화는 영화적 완성도와 재미가 있어야 한다. 구호만이 가득한 영화.,1
"내가 아무리 아빠어디가 팬이고, 민국이 지아를 예쁘게보긴 하지만 이건 진짜 아니다ㅠ 차라리 성우분들께 맏겼더라면 적어도 이렇게 욕은 안 먹었을텐데ㅠ 왜 얘들한테 더빙을 시켜서 영화 관람객들에게 짜증+민폐끼치냐고ㅠ 이러니 당연히 비성우 더빙이 욕먹지ㅡㅡ",1
대중 선생님 ㅠㅠ 어디가셨나요,1
어디서 월e를 뛰어넘는 귀여움 이라는걸 봤는데 전혀... 화면도 너무 지저분하게 움직이고 구성도 스토리도 별로. 그냥 뛰어다는것밖에 없음. 영화의 90%는 뛰어다님. 이런 나쁜평 잘 안남기는데 많이 실망함..,1
"어제인가? ""영화가좋다"" 프로그램을 보는데 소수의견 잼나는데 대기업의 횡포로 이 영화가 묻혔다고 하던데... 그런 논리라면 이 세상에 잘못되지 않은게 어디 있단 말인가?? 이 영화 자체도 마찬가지다 법정드라마라고 하는데 현재 으ㅜ리나라를 부정하는영화임",1
내가 개빡쳐서 로그인하고 댓글남긴다. 이게 재밌다고??? 참 18 재미 있어서 내가 로그인했겠냐??? 어디서 재미도 감동도 없는 영화를 에라이.. 댓글 알바 총출동했다. 18 진짜 바바 내말이 거짓말 인가.. ㅋㅎㅋㅎ,1
임신이라네 ㅋ 헤어지니 어쩌느니 할마당에 왼 임신? 그럼대체 어디까지 간다는 예긴지 진짜 막장도 이런막장드라마가 없군 ㅜㅜ,1
이걸 재밌다고 하는사람이 이해안갈정도로 지루하고 재미없음...ㅠㅠ 청춘 이런게 어디에 표현되어있다는건지ㅋㅋ 아오이유우예쁜게 끝,1
"솔직히 너무 실망했습니다. 올해의 맘마미아라는 홍보문구를 보고 기대를 하고 갔는데, 보고난 후 맘마미아를 대체 어디에다가 붙여놓은건지... 화가나네요...화려하고 다양한 음악과 영상미를 기대하시는 분들은 보지마세요.. 소소한 가족얘기입니다..",1
어디서 웃어야 할지 모르겠음......... 처음부터 끝까지 일관된 표정으로 봤어요.,1
"머 이런 영화가 다 있냐. 어의 없네. 다 큰 성인이 자기가 고기 안먹고 채식하겠다는데, 팔잡고 강제로 먹이는 부모가 어디있냐. 이런 말도 안되는 ㅋㅋㅋ 에라 빵점이다. 불편해 죽겠네.",1
참 돈 아까운 비디오용 영화.. 원작은 어디로..,1
어디다가 혹성탈출을 갖다붙임..;;진짜보면 후회함 완전 돈아깝고 환불받고싶다..이건 공포도아니고 액션도아니고..뭔 영환지; 혹성탈출내사랑인데 이름 막막 쓰지마요;,1
어디서 본것같은 허접한 스토리.....,1
코믹영화치곤 내내 웃기지도 않고 지루하다...어디서 웃어야할지..,1
엠비씨 하얀거탑 골든타임은 어디가고 드라마제목부터유치한 메디컬탑팀을만들었나,1
"와 내가 어디가서 평점 안다는데, 한여자를 썸타는 남자 3명이야기라하 지들 속사정은 그렇다치고, 막장 스토리...하아...!오토바이 불탈땐 중국산이라고 생각들었고마지막 롬(끝판왕)이 여자고수에게""너 좀 살찐거같다""하..스토리막장.",1
2013년 1월 9일 평점러 ㅋ 아는척 쩌네 천녀유혼도 원작이 있는데섭소천이라고 어디서 백사전을 모티브 하냐 원작이나 읽어보고 아는척 하십쇼,1
평점 참 믿을거 못된다. 시청률이 높은것도 이해가 안간다.물론 취향이 달라서 재밌다는 분들께는 뭐라 말을 멋하겠지만 진짜 아빠어디가냐??,1
초반1시간동안 히스테리 시어머니 사랑과전쟁 극장판 마지막30분 싸이코 시어머니 연기가 빛을 바란다 근데 어디서 스릴을 느껴야되는지 모르겟네,1
도대체 어디서 이런평점이 나오는건지 모르겠다아이와함께 보는 영화 대부분 어른은 재미없게 느꼐지지만 이건진짜 더럽게 재미없다ㅠㅠ그래픽은 훌륭하나 스토리가 산만함정말 비추 강하게 비추합니다,1
"지겹고, 액션 굼뜨고, 어디 퀵앤 데드같은 서부영화없나",1
배우빨로 밀어부쳤지만 허접한 영화가 어디가겠어?,1
줄리 델피는 '스토리의 힘'을 너무 쉽게 본 것 같다. 대화로만 이루어지는 영화들 중 성공작들과 수준 차이가 심하다. 어디에도 공감은 없다. 특히 줄리 델피 동생이 밍구스한테 수작걸 때 '이런 걸 유머라고' 싶었다. 민폐 주인공들이 스트레스,1
원작을 개판으로 망쳐놓은작품. 정작 중요한장면은 어디가고 쓰잘데기없는것만...,1
감독이 기억상실증인지 앞뒤가 하나도 안맞음. 본인이 찍어놓고 기억을 못하는건지... 영화 계획하고 찰영하고 편집하는 동안 어디 딴데있다가 와서 슬쩍 감독이름만 올린건 아닌지 의심스러움.,1
어디서 웃어야 하는지,1
갈수록 맥빠져가는 스티븐 시걸의 영화들.. 옛 영광은 어디로..,1
어디서 재미있어야 하는지 모르겠다 불발탄의 연속,1
"화려한 비주얼, 무거운 주제... 하지만 그 어디에서도 재미를 찾기 힘들다.",1
"난 이미 영화를 20분보고 깨달았음. 아.... 이거 재미없겠네.... 이미 시작과 전개부터 잘못되었고, 연출 또한 20분만 보고도, 뻔했다. 가장 큰 문제는 스토리다. 너무 흔해 빠지고, 어디선 본 듯한 전개와 CG... 스토리작가 은퇴바람...",1
평을 하기도 귀찮은 영화. 시대의식은 신문스크랩북 같고 소년의 성장통은 어디에?,1
케빈 어디 있나요....,1
원작을 어디까지 망칠 수 있는지 감독과 연기자들이 합심하여 보여준다,1
반성은 안하고 변명만 늘어 놓는 일본인들. 어디서 감히 화해를 논하는가? 너희는 피해자가 아닌 범죄자일 뿐.,1
최민수 연기는 나쁘지 않았다 하지만 다른배우들.... 도데체 저런 여자배우들은 어디서 구할수 있는거냐?? 그냥 동내 아줌마들 데려다 찍은듯 ㅋㅋ,1
목창 리뷰듣고 왔습니다. 타임캡슐어디 묻혀있나요? 어서 파냅시다.. 더 늦기전에,1
더러운 영화 더러운 감독 어린 이상아씨 너무 불쌍하네요지금같으면 감방갈 일이다. 내 다시는 임권택 감독 영화 안볼것이다. 어디 어린학생을 협박해 그따위 양화를 찍냐 에 퉤퉤,1
"서유리 우유통 볼려고 사기당한 1인임..뭐반신반의 했으나 OO 안나옴..다 대역..게다가 스토리는 말도안됨..짱개,전기세,관리비 6개월이나 미뤄주는데가 어디있음?주인공섀키 똥 뿌직 개짜증",1
독특하긴 무슨... 이런 스토리가 어디 한둘이어야 말이지,1
감독님 너무하셨어요.... 책을 다시 읽어보시구 생각을 많이 하셔야 합니다 ㅠㅠ 소설 '은교'는 어디 간걸까요..,1
이거도 아깝 마지막 장면은 어디에서도 본적없음 ㅡㅡ,1
영웅본색을 리메이크 했는데 차라리 찍지를 말지.연출이 엉성하니까 일급 배우들 연기도 정말 가관이 아니다.감독 송해성?다시는 제발 영화 찍지도 말고 어디가서 감독이라고도 하지 말길...,1
언제 어디서 무슨 놈의 감동을 찾냐고? 미친 또라이 링링.,1
이영화 어디에도 사랑은 없다.,1
제목은 가족의탄생이라고 해놓고선 이게 뭐니?한동안 재미없어서 안보다가 어디쯤 흘러갔나하고봤더니 수정이랑 윤재가 다시 만나구 어이없이 흘러가는 드라마네 이정도 내용이면 대한민국사람들 모두 작가 할 수있겠는걸.....,1
'근친'이니 뭐니 그런 것 갖고 얘기하는 게 아니다. 그것 빼고도 이 영화의 장면 하나하나는 모두 어디선가 본 듯한 것들의 집합체다.,1
신선?장난치나 상류층이야기라는건어디서기어나온말인데?상류층 운운하는자체가웃기다 잠깐의배경이엇을뿐인데존나어지럽고 꼬여서 정신이상해질것같아여전히그냥꿈속에사는이야기같고 아 진짜괜희봤다찝찝한영화,1
평점일도 아까운 드라마 복수언제하냐 앞에안봐서 잘모르겠는데 동영상은 어디서 나온건가요?? 그거 은희수가 찍은거면 화재현장에 있었다는 증거인데..,1
참...내가 아직까지 어디에도 리뷰달아본적이 없는데.......감독이고 배우고....왜 이런걸 만들엇을까 하는생각이 든다...에혀...갑갑하다...에혀...,1
진짜 개 짜증나게 도대체가 프로그램 편성한 새끼들이 렌트할때 차 에어컨 나오는지 안나오는지도 확인안하고 사람들 존나 개고생 시키고. 어디서 차를 개싸구려를 렌트해서 사람 OO만드냐? 니그 편성자 OOO들땜에 시청률하락은 계속될것이다 개OO새키들,1
아스트랄하다..야하다고 세계가 인정핶다는데..그런건 어디서 인정하냐?,1
큐브시리즈에 넣지마 이게 무슨 큐브야어디서 약을 팔어,1
어디서 본듯한 캐릭터들..,1
요즘 드라마작가는 도덕성이 제로인듯..유전자검사 바꾸기는기본이구 사람이 살면서 하면안될 일들을..에휴! 보기좋은 드라마는 어디에..애들이 볼고 배울까 걱정..,1
어디가 공포여 이게~~~ 꼴에 속편 나올라고 허접한결말보소,1
어디서 사기질이냐?! 예고편 보고서 기분 나빠지긴 첨이다! 대한민국이 들썩였던 화재의 영화? 어이가 없네. 감독이 사기꾼이구만,1
구체적으로 어디가 재밌다고 평점이 이리 높은거지;;,1
아진짜 별하나주기 아깝네 임효성 머에여?왜나와요? 김보성씨는어디로가고요?나이 저럿케 처먹고 장모님한테반말하고 젊은이들 교육제대로시키네요 함서방처럼 오래됀것도아니고 임효성 안나왔으면 좋겠네요 도덕도 모르는거같으니ㅡㅡ임효성 나오면 채널돌리고싶네요,1
어디까지 막장으로 갈지 볼려고 본 외국영화는 이게 처음 거기다 2009년도 작이라니..,1
예고편 보고 기대하고 갔는데 실망이 큽니다. 스토리도.. 웃음은 어디에서??,1
말좀 들으면 어디가 덧나냐 ...진짜 보다가 화난다 여자주인공 노답,1
돈으로 BGT는 휘둘렀을지 몰라도 어디 그렇게 세상에 돈에 굴복하는 사람들만 있더냐. 진정한 실력으로는 절대로 인정 못받으니까 또 돈 쳐들여서 영화까지 만들어서 억지 감동 유발.,1
아무리 봐도 중2병 뱀파이어 초등학생 사랑 영화인데 어디가 몽환적이고 감동적이라는 건지?,1
티비판보다 재미가 없다. 에반게리온 특유의 쿨함이 사라지고 흔한 열혈메카물로 변해버렸음. 오타쿠들아 꿈에서 깨어나라고 외치던 안노 감독은 어디로 사라진건가.,1
감히 어디서 만점을 만들려고,1
"유대교로부터 이천여년 전에 분리한 종교, 그리고 거기서 천오백여년이 지나 분리한 종교가 자신의 뿌리를 두고 신앙의 ""회복""을 운운한다는 점에서 그 종교가 얼마나 독선적인 시각을 지니고 있는지 잘 알 수 있습니다. 그들의 선민사상은 어디서 나온걸까요?",1
b급 공포물 수준 시나리오도 엉성하고 어디서 베껴온듯한 이야기 절대 10점대는 아님,1
1점도 아깝네요..최악의 애니입니다. 어디서 하던 텔비만화를 갖다 붙인 듯 시작도 끝도 어이없습니다,1
어디서 웃어야 하지?,1
킁킁 어디서 쓰레기냄새남;;,1
남매의 사랑? 그냥 칭얼되는 동생이랑 학업에 대한 자신의 열등감을 동생을 통해서 해소하려는 오빠밖에 없었다. 어디서 낚시냐,1
조악한 각본..개성없는 연출..어디선가 본듯한 장면들 연속..,1
아니ㅋㅋㅋㅋ이거대체 어디서개봉해요?,1
내가 많이 부족한건가. 난 이영화가 어디가 즐겁고 훌륭하고 완벽한지 전혀 모르겠다,1
어디서구해요 ㅠ 보고싶은데,1
음.. 도대체 포스터랑 영화의 상관성은 어디에..;;스릴러..미스터리... 과연?이네요ㅠㅋㅋ그래도 설마설마하면서 무언가 있겠지라는 생각으로 끝까지참고 보게만들었어서 1점보단 더 드렸어요~ 100점만점에2점ㅋ이 영화를 왜만들었는가가 미스터리!,1
"정말 개같은 영화. 폭력 금지라는 룰은 어디다 팔아먹었나? ... 실험이라고 해도 사회적으로 허용되는 수준이 있는 거지.. 실험에 참가했던 간수, 죄수, 실험 관찰자 모두 중범죄에 해당. 진짜 뭐같은 영화...",1
돈을 어디에 쓴건지..지루하기 짝이없음,1
누구든 어디든 사람이 있는곳 에는 음모가 함께 한다.,1
"돈된다고 상영관에 걸어놓는 짓이나, 친일 영화에 출연하는 배우나 픽션을 어디서 논픽션으로 몰고갈려는 짓거리냐.",1
이게 어디봐서 공공의적2랑 같단 말인가?,1
어디에나 있을 법한 이야기의 에로버전~,1
우헤헤 여긴어디 난 뭘본거지?,1
스토리도 배우들 연기도 엉성함 그 자체...뭔가 에로틱함도 코믹함도 그저 어설픈...내가 생각하는 마담 보봐리는 어디로...,1
평점에 속아서 본 영화. 둘이서 이끌어 가는 사막씬에서 느껴야 할 스릴은 다 어디로. 뭔가 나오겠지 했건만 . 흐지부지 정의구현 ㅎㅎ6.5 점짜리 영화지만 과도한 평점으로 인해,1
그들은 다이빙벨의 투입을 막았다. 오직 진실은 그들만이 알고 있다. 그들이 범인이고 이 사태의 원인 제공자이다. 일단 보라니깐요. 진실은 어디에 있나. 진실을 알려달라. 우리들의 진실 그것은 정의 . 정의란 무엇인가. 무엇이진실인지 다이빙 하고 싶다.,1
어이없는영화 죽은 왕따친구귀신은 도대채어디로간거 스토리가 이상해도 너무이상함,1
어디 학교 졸업작품인듯...,1
이런 욕나올 사기꾼들. 뭐? 혹성탈출? 어디다 함부로 같다붙이노? 아침부터 올레 티비에서 8천원주고 으이그내가 미쳤지 미쳤어! 마이너스 점수다,1
어디까지나 킬링타임용,1
아 이 어설픔의 끝은 어디란 말인가 참내,1
작가문제인가 제작사 문제인가. 윗사람문제인가. 어디서부터 문제인가. 앤딩은 황당 그 자체. 전개 연개 헛점투성이. 몰입도만 좋치. 시청률만 찾는 드라마인가요. 시간내서 댓글쓰는거니. 좀 반성하시길... 발전된 모습기대하겠습니다.,1
어디서 냄새난다,1
무라카미 소설의 팬이었던 사람으로써 이 영화는 졸작이다. 상실의 시대 특유의 관능적인 묘사는 전부 어디로 간거야? 소설을 본 나도 이해를 못 할 정도의 전개는 대체 무슨 생각인거지?,1
"출연진들이 넘 좋아서 기대하고 봤는데.. 이거원, 왜 극장에 사람이 없는지 알겠다.. 어디서 웃어야될지도 모르겠고, 스토리막장;; 근데 같이본 엄마는 나쁘지않으셨다함~ 역시 영화보기전엔 평을 꼭봐야함!",1
영화보다가중간에댓글쓰긴처음이네.주인공은 어디서구한거임?? 개발연기제대로네,1
"평점좋고, 웃기다하여 가벼운 마음으로 봤는데 한번도 안웃었다..어디서 웃어야하지..?? 10년된 영화이니 영화 허접한거야 감안하고 보았지만..정말 시간이 아깝다..",1
제임스완 감독 팔아먹지마라.어디가 제임스완 감독이냐?,1
"오션스짭 느낌 굉장히 많이 남. 감독님의 전작 범죄의 재구성의 향기도 많이 나고, 보는내내 어디선가 본듯한 영화. 배우들때문에 4점 드림",1
레이토와 다미앙의 시원한 액션은 어디갔나 ㅁㅊ,1
어디서 웃어야죠?,1
“대한민국에 전문가가 어디 있어? 사기꾼 빼고” -영화 '부러진화살',1
"어디선가 많이 본 듯한, 내용과 장면의 연속.. 패러디물인가?;;",1
어디가 중간일까?..,1
28분짜리 영화라 ㅋㅋㅋㅋㅋ 어디서도 찾아볼 수 없는 진정한 희귀영화,1
여기 그어디에도 최고급리조트는 안나온다.작가는 리조트에서 놀아본적이 없나봐~ 이 영화에 돈이 제일 많이 들어간곳은 아마도 오징어 먹물일듯!!,1
"기대했는데 정말 지겹네요. 어디가 공포영화임? 주인공 성격, 내용 다 갑갑함!",1
"는 어디론가 가버리고,만 남았구나.누가티아라보람이아빠 아니랄까봐",1
내비디오어디갓냐ㅡㅡ,1
스파게티호러 거장은 어디로 가고 이런 B급보다도 못한 영화를.....아무리 에드리언 브로디도 아시아 아르젠토랑 친하다지만 이런 영화에 출연하다니ㅠ.ㅠ,1
OOO기~연기면 연기 효과면 효과~!!어디 빠지는게 없이 완벽한 OOO기 영화,1
아놔.. 어이없다.. 수류탄 어디 문방구에서 샀냐..ㅡ.ㅡ;; 글고 어이없는 결말은 뭐냐..ㅋㅋㅋ 액션 영화가 아니고 코메디구만..,1
어디서 공감해야 잠이 안올까?,1
저 캐릭터 어디서 보았더라,1
견자단 어디갔어 이거 ! 견자단 어디갓어?!!,1
왜 마이너스 점수는 줄수가 없는거지? 내 시간 낭비는 어디서 보상을,1
어디서 뭘 느껴야 하는지... 찾을수가 없다,1
아름다운 아내는 어디에..? 유럽영화 좋아하는데 이건 원작을 따라가려했던건지 각색하려햤던건지 이도저도 아닌 영화가 됐다. 감독 필모그래피 보아하니 당연한 결과인가,1
어디가 스릴러냐 걍 드라마자나.,1
명작이라길래 기대하고 봤더니 시간이 아까웠던 영화. 아버지가 계속 살아 계셔야했다 초반스토리까진 괜찮았어; 근데 결말이 이게뭐야... 어디서 울어야할지 모르겠다ㅋ,1
뒤늦지만;;보고나서 적지만;;;제발한국영화 이런식으로만 찍지말자;;;좀 상식적으로 좀...수준좀;;기발한거 없음??기발한거없음 좀 헛웃음나오게 하지말구 어디서보고 뺏기지나말던가;;;뭔 영화가 보고나면 어이가없지;;; 너무 승질나서 적음;;;;,1
"200억을 들였는데 요따구로 나옴?200억 어디갔음?전액 다 화장지로 바꿔서,전 출연진이 밑 닦았슴?200억 오데로 갔나?오데로 갔나?미그기 타고 날랐나?지성이만 아깝다.맨유에 남았어야 하는데...박지성아? 내딸 서영이&이보영씨랑 결혼해야 해?알았지?",1
이거상영왜안떠요???ㅡㅡ어디서바야대는거야,1
스토리 엉망징창 쓸데없이 잔인함 어디서 많이 본 듯한 연출 장면 오글오글 뭔가 많이 부족하다....,1
저기 이 영화 보고 싶은데 어디서 보죠? 벌써 끝났나요?,1
누가죽였나 미스테리에 막바지에 접어서는 갑자기 쌩뚱맞게 구원과 용서코드를 짬뽕시켜 나오더니 한줄기빛 엔딩까지 ㅋㅋㅋ 어디서 많이본듯한 장면 ㅋㅋㅋ 지루하진 않았다만 촌스럽구 엉성하구 허접한느낌. 화질.색감두 옛날영화같구.,1
어디까지나 더 락 나온거 치고 괜찮음,1
"그닥기대안했어서..실망이그닥크진않았지만..너무흔하고흔해어디선가본듯한,뻔한스토리에..긴장감없이지루한전개..그놈의샤오아이의사연이궁금하여끝까지보긴했으나...결말도..그닥....너무뻔했다....평점이렇게낮게준건진짜처음임..;;",1
미녀가 어디잇어 피부까지 달나라야 개봉하고 일주일안에간판 내리고 따운용이다 따운 받기도 아까워,1
"ㅋㅋㅋ대단한다.. b급영화도 볼만한건 볼만한데 이건뭐 등급을주기도뭐한 z급보다 못한영화다. 도대체 어디서 공포고,스릴러를느끼고 마지막에 이런결말?ㅋㅋㅋㅋ 마지막에 정체라도 가르쳐주던가..개구리인간? 외계생명체?ㅋㅋㅋㅋ 진짜 0점이없는게 아쉽다",1
차주옥 예전에얼굴은다어디간겨 드라마나올려구얼굴고쳤나??한동안 안보이드만 돈이궁해서악역 맡았나보네,1
어디가웃긴겨?ㅡㅡㅡㅡ,1
저만 그런가요.. 사회복지학과생으로써 영화 감상한답시고 봤는데 대체 어디서 감동해야할지 ㅜㅜ 대체 선생 사생활은 왜 들어가는것이며 교육과정에서 뭐가 특별한지 ;; 끙...,1
현실과 영화를 구분못하는 사람이라는 말하는 말도 안되는 이중성 ㅡㅡ; 어디 이완용 미화한 작품이라도 나오면 거세게 나오는 비판속에서 저말 그대로 반박해보시던가요. 기황후나 라스트 사무라이나 다를게뭡니까?,1
중반 넘어갈때까지도 이미 본 영화라는걸 눈치 못챔;; 어디서 본 것 같은 소재네..라고만ㅋㅋ결국 첨에 봤을때도 오지게 재미없었으니 기억못했다는 것.중반까지 가족영화와 고어영화를 교대상영하는듯한 발스토리의 절정.꼬마 미모에 3점 준다.,1
"코엔형제여 어디 있는가, 기대감은 인내심으로 바뀌어 간다.",1
감독이 어디서 본건 많으나 그 어떤장면에서도 스릴러로써 만족감을 주지못한다,1
하하...하하..하하..그저 웃지요...1의명성은 어디로...?,1
진짜 볼거없어 이거 봤는데 너무하네 ㅋㅋ 뭔 드라마를 이렇게 못만드냐 상속자들 처럼 대사라도 죽여주든지 응사처럼 연출력이ㅅ좋던지 개뿔 꼴에 어디서 본건있어서 남편안가르쳐주는거봐라,1
어디에서 웃어야할지 모르겠다. 일본식 코미디. 평점이 너무 높네. 알바천국인가?,1
야.이자식아 너어디서 이런영화 만들었냐? 니가 뭐가 됐든 넌 쓰레기야,1
아빠 어디가의 아이들 상업화 시작을 알리는 종!!!,1
박현지 연기 초딩이네.눈길만 힘주네요.드라마 연출맡은분 어쩌면 ok싸인주죠?연기를 맘으로 하라하세요.눈길로하는 연기 어디있어요?,1
어디로 갈까요? 그래서 결론은 어디로 가나요?,1
어디가서 블레어윗치 속편이라고하지말기를......1편에 속아서봤다는게 적절하다,1
어디 지방대 연극영화학부 졸업작품이라고 하면 수긍갈만한 작품 ㅋㅋ,1
대체 어디서 몰입 해야하고 공감해야 하는지 모르겠고. 격렬한 전투신이 나오는 것도 아니고.. 킬링 타임용도 아니고..;; 이영화 찍어놓고 투자한만큼 회수는 했을까요;; 뭐가 명작이고 감동적인지 원;;; 저는 영점 드릴께요 ;;,1
포스터 디자이너들도 어디 3류급 애들 쓰는지 존나 허접하다 아무리 B급 영화라지만ㅋㅋ,1
장르는 코미디이지만 어디서 웃어야 할지 모르겠다.,1
오타쿠는 어디에도 없었다..,1
USA는 아프리카 어디에 있는 난민국가인가요? 안방까지 비행기 그것도 수송기가 들어오네. ICBM시대에 왠 딱총을 발사? 상상력도 부족 cg수준은 90년대보다 떨어지는 듯,1
장난하냐....어디 혹성탈출 시리즈의 명예를 이런 식으로 더럽혀..배급사 진짜 고소하고 싶네...네이버 이거 연관영화에서 오리지널 혹성탈출 시리즈 당장 삭제하세요. 정보 신빙성 떨어집니다. 진심.,1
어디가 스트리트 파이터 인것인가...,1
어디하나 맘에 드는 구석이 없다.,1
다들 안무서운데 무서운척하면서 댓글단건가요무섭다는 소문듣고 봣는데 실망;; 어디서 무서워야될지 잘 모르겟음*,1
불편함은 어디서 기인하는가? 연출? 각본? 상스런 의도? 시아란 힌즈는 늘 반갑다.,1
